,S_Pedro,S_Santiago,S_Juan,S_Andrés,S_Bartolomé,S_Tiago,S_Isca,S_Tadeo,S_Mateo,S_Felipe,S_Simón,S_Tomás
2020-09-23 16:04:00,-5.355555555555555,6.155555555555556,-4.955555555555556,5.177777777777778,0.8,3.977777777777778,6.311111111111111,-9.6,-23.533333333333335,-10.977777777777778,2.422222222222222,-6.266666666666667
2020-09-23 16:05:00,-5.511111111111111,6.2,-5.088888888888889,5.355555555555555,0.8222222222222222,3.977777777777778,6.0,-9.644444444444444,-23.666666666666668,-11.11111111111111,2.6444444444444444,-6.2
2020-09-23 16:06:00,-5.711111111111111,6.2,-5.177777777777778,5.488888888888889,0.8444444444444444,4.0,5.688888888888889,-9.688888888888888,-23.77777777777778,-11.266666666666667,2.911111111111111,-6.111111111111111
2020-09-23 16:07:00,-5.888888888888889,6.222222222222222,-5.222222222222222,5.644444444444445,0.8666666666666667,3.977777777777778,5.4,-9.71111111111111,-23.88888888888889,-11.422222222222222,3.1777777777777776,-5.977777777777778
2020-09-23 16:08:00,-6.066666666666666,6.288888888888889,-5.288888888888889,5.822222222222222,0.9111111111111111,4.0,5.133333333333334,-9.733333333333333,-24.022222222222222,-11.555555555555555,3.422222222222222,-5.866666666666666
2020-09-23 16:09:00,-6.266666666666667,6.355555555555555,-5.4,6.022222222222222,0.9555555555555556,4.022222222222222,4.844444444444444,-9.777777777777779,-24.133333333333333,-11.666666666666666,3.6666666666666665,-5.733333333333333
2020-09-23 16:10:00,-6.488888888888889,6.466666666666667,-5.466666666666667,6.177777777777778,1.0222222222222221,4.044444444444444,4.5777777777777775,-9.866666666666667,-24.244444444444444,-11.8,3.933333333333333,-5.622222222222222
2020-09-23 16:11:00,-6.733333333333333,6.533333333333333,-5.511111111111111,6.333333333333333,1.0888888888888888,4.111111111111111,4.333333333333333,-9.955555555555556,-24.355555555555554,-11.911111111111111,4.2,-5.533333333333333
2020-09-23 16:12:00,-6.977777777777778,6.622222222222222,-5.6,6.488888888888889,1.1555555555555554,4.177777777777778,4.088888888888889,-10.066666666666666,-24.444444444444443,-11.977777777777778,4.4222222222222225,-5.488888888888889
2020-09-23 16:13:00,-7.2,6.688888888888889,-5.711111111111111,6.644444444444445,1.2444444444444445,4.266666666666667,3.8666666666666667,-10.133333333333333,-24.555555555555557,-12.066666666666666,4.622222222222222,-5.466666666666667
2020-09-23 16:14:00,-7.377777777777778,6.777777777777778,-5.8,6.7555555555555555,1.3777777777777778,4.4,3.6222222222222222,-10.2,-24.666666666666668,-12.133333333333333,4.866666666666666,-5.444444444444445
2020-09-23 16:15:00,-7.555555555555555,6.866666666666666,-5.844444444444444,6.866666666666666,1.511111111111111,4.488888888888889,3.4,-10.266666666666667,-24.755555555555556,-12.155555555555555,5.133333333333334,-5.4222222222222225
2020-09-23 16:16:00,-7.733333333333333,6.977777777777778,-5.933333333333334,6.955555555555556,1.6222222222222222,4.555555555555555,3.1777777777777776,-10.355555555555556,-24.822222222222223,-12.155555555555555,5.377777777777778,-5.4
2020-09-23 16:17:00,-7.911111111111111,7.088888888888889,-6.022222222222222,7.044444444444444,1.6888888888888889,4.6,2.977777777777778,-10.444444444444445,-24.91111111111111,-12.177777777777777,5.622222222222222,-5.4
2020-09-23 16:18:00,-8.088888888888889,7.2,-6.066666666666666,7.088888888888889,1.7555555555555555,4.622222222222222,2.7333333333333334,-10.511111111111111,-25.044444444444444,-12.222222222222221,5.866666666666666,-5.377777777777778
2020-09-23 16:19:00,-8.266666666666667,7.288888888888889,-6.133333333333334,7.133333333333334,1.8444444444444446,4.622222222222222,2.488888888888889,-10.622222222222222,-25.177777777777777,-12.222222222222221,6.088888888888889,-5.377777777777778
2020-09-23 16:20:00,-8.466666666666667,7.377777777777778,-6.222222222222222,7.177777777777778,1.8888888888888888,4.666666666666667,2.2444444444444445,-10.755555555555556,-25.288888888888888,-12.244444444444444,6.333333333333333,-5.355555555555555
2020-09-23 16:21:00,-8.644444444444444,7.488888888888889,-6.266666666666667,7.2,1.9333333333333333,4.711111111111111,2.022222222222222,-10.88888888888889,-25.377777777777776,-12.28888888888889,6.555555555555555,-5.311111111111111
2020-09-23 16:22:00,-8.866666666666667,7.622222222222222,-6.288888888888889,7.266666666666667,2.0,4.711111111111111,1.8222222222222222,-11.022222222222222,-25.466666666666665,-12.311111111111112,6.733333333333333,-5.222222222222222
2020-09-23 16:23:00,-9.044444444444444,7.711111111111111,-6.311111111111111,7.288888888888889,2.0444444444444443,4.688888888888889,1.6,-11.2,-25.57777777777778,-12.333333333333334,6.933333333333334,-5.177777777777778
2020-09-23 16:24:00,-9.177777777777777,7.822222222222222,-6.377777777777778,7.333333333333333,2.088888888888889,4.688888888888889,1.3555555555555556,-11.333333333333334,-25.666666666666668,-12.333333333333334,7.133333333333334,-5.111111111111111
2020-09-23 16:25:00,-9.333333333333334,7.911111111111111,-6.4,7.355555555555555,2.111111111111111,4.688888888888889,1.1111111111111112,-11.466666666666667,-25.733333333333334,-12.28888888888889,7.355555555555555,-5.066666666666666
2020-09-23 16:26:00,-9.511111111111111,7.977777777777778,-6.444444444444445,7.355555555555555,2.088888888888889,4.666666666666667,0.9111111111111111,-11.6,-25.822222222222223,-12.2,7.5777777777777775,-5.0
2020-09-23 16:27:00,-9.688888888888888,8.066666666666666,-6.488888888888889,7.333333333333333,2.111111111111111,4.622222222222222,0.7111111111111111,-11.71111111111111,-25.866666666666667,-12.088888888888889,7.7555555555555555,-4.955555555555556
2020-09-23 16:28:00,-9.866666666666667,8.11111111111111,-6.555555555555555,7.311111111111111,2.1333333333333333,4.622222222222222,0.5333333333333333,-11.844444444444445,-25.91111111111111,-12.0,7.933333333333334,-4.911111111111111
2020-09-23 16:29:00,-10.044444444444444,8.2,-6.6,7.311111111111111,2.1555555555555554,4.5777777777777775,0.37777777777777777,-11.955555555555556,-25.977777777777778,-11.88888888888889,8.066666666666666,-4.888888888888889
2020-09-23 16:30:00,-10.266666666666667,8.333333333333334,-6.666666666666667,7.288888888888889,2.2,4.511111111111111,0.26666666666666666,-12.11111111111111,-26.022222222222222,-11.733333333333333,8.177777777777777,-4.911111111111111
2020-09-23 16:31:00,-10.488888888888889,8.422222222222222,-6.733333333333333,7.288888888888889,2.2444444444444445,4.4222222222222225,0.15555555555555556,-12.266666666666667,-26.066666666666666,-11.622222222222222,8.266666666666667,-4.955555555555556
2020-09-23 16:32:00,-10.666666666666666,8.488888888888889,-6.777777777777778,7.311111111111111,2.2888888888888888,4.355555555555555,0.022222222222222223,-12.377777777777778,-26.155555555555555,-11.466666666666667,8.4,-5.0
2020-09-23 16:33:00,-10.822222222222223,8.555555555555555,-6.822222222222222,7.333333333333333,2.3555555555555556,4.288888888888889,-0.08888888888888889,-12.488888888888889,-26.244444444444444,-11.28888888888889,8.533333333333333,-5.044444444444444
2020-09-23 16:34:00,-11.0,8.577777777777778,-6.844444444444444,7.333333333333333,2.466666666666667,4.2444444444444445,-0.17777777777777778,-12.6,-26.288888888888888,-11.133333333333333,8.688888888888888,-5.088888888888889
2020-09-23 16:35:00,-11.133333333333333,8.6,-6.888888888888889,7.333333333333333,2.533333333333333,4.177777777777778,-0.3111111111111111,-12.733333333333333,-26.31111111111111,-10.955555555555556,8.8,-5.155555555555556
2020-09-23 16:36:00,-11.28888888888889,8.577777777777778,-6.933333333333334,7.288888888888889,2.577777777777778,4.111111111111111,-0.4222222222222222,-12.88888888888889,-26.377777777777776,-10.777777777777779,8.911111111111111,-5.177777777777778
2020-09-23 16:37:00,-11.444444444444445,8.6,-6.977777777777778,7.222222222222222,2.6222222222222222,4.022222222222222,-0.5777777777777777,-13.0,-26.466666666666665,-10.6,9.022222222222222,-5.2444444444444445
2020-09-23 16:38:00,-11.644444444444444,8.622222222222222,-7.022222222222222,7.2,2.688888888888889,3.933333333333333,-0.6888888888888889,-13.088888888888889,-26.533333333333335,-10.422222222222222,9.11111111111111,-5.288888888888889
2020-09-23 16:39:00,-11.866666666666667,8.644444444444444,-7.088888888888889,7.155555555555556,2.7777777777777777,3.8444444444444446,-0.8,-13.177777777777777,-26.555555555555557,-10.222222222222221,9.2,-5.311111111111111
2020-09-23 16:40:00,-12.11111111111111,8.644444444444444,-7.2,7.133333333333334,2.8444444444444446,3.7555555555555555,-0.8666666666666667,-13.266666666666667,-26.6,-10.022222222222222,9.266666666666667,-5.377777777777778
2020-09-23 16:41:00,-12.377777777777778,8.622222222222222,-7.288888888888889,7.088888888888889,2.888888888888889,3.688888888888889,-0.9111111111111111,-13.333333333333334,-26.6,-9.822222222222223,9.377777777777778,-5.444444444444445
2020-09-23 16:42:00,-12.644444444444444,8.622222222222222,-7.333333333333333,7.022222222222222,2.933333333333333,3.6,-0.9555555555555556,-13.355555555555556,-26.57777777777778,-9.644444444444444,9.488888888888889,-5.511111111111111
2020-09-23 16:43:00,-12.911111111111111,8.6,-7.377777777777778,6.933333333333334,3.0,3.488888888888889,-1.0222222222222221,-13.422222222222222,-26.511111111111113,-9.444444444444445,9.555555555555555,-5.5777777777777775
2020-09-23 16:44:00,-13.133333333333333,8.577777777777778,-7.4,6.8,3.111111111111111,3.3777777777777778,-1.1111111111111112,-13.533333333333333,-26.444444444444443,-9.2,9.6,-5.622222222222222
2020-09-23 16:45:00,-13.355555555555556,8.533333333333333,-7.4222222222222225,6.644444444444445,3.2222222222222223,3.2666666666666666,-1.1777777777777778,-13.666666666666666,-26.4,-8.933333333333334,9.6,-5.688888888888889
2020-09-23 16:46:00,-13.533333333333333,8.466666666666667,-7.4,6.488888888888889,3.311111111111111,3.1555555555555554,-1.2444444444444445,-13.822222222222223,-26.333333333333332,-8.71111111111111,9.6,-5.711111111111111
2020-09-23 16:47:00,-13.733333333333333,8.355555555555556,-7.355555555555555,6.333333333333333,3.4444444444444446,3.0444444444444443,-1.2666666666666666,-13.955555555555556,-26.266666666666666,-8.511111111111111,9.577777777777778,-5.7555555555555555
2020-09-23 16:48:00,-13.911111111111111,8.222222222222221,-7.288888888888889,6.155555555555556,3.6,2.911111111111111,-1.2666666666666666,-14.044444444444444,-26.177777777777777,-8.311111111111112,9.577777777777778,-5.8
2020-09-23 16:49:00,-14.088888888888889,8.066666666666666,-7.266666666666667,5.955555555555556,3.7777777777777777,2.7777777777777777,-1.2666666666666666,-14.155555555555555,-26.066666666666666,-8.11111111111111,9.577777777777778,-5.822222222222222
2020-09-23 16:50:00,-14.244444444444444,7.911111111111111,-7.2444444444444445,5.733333333333333,3.9555555555555557,2.6,-1.2666666666666666,-14.266666666666667,-25.955555555555556,-7.911111111111111,9.6,-5.822222222222222
2020-09-23 16:51:00,-14.4,7.777777777777778,-7.222222222222222,5.511111111111111,4.177777777777778,2.422222222222222,-1.3111111111111111,-14.4,-25.844444444444445,-7.733333333333333,9.622222222222222,-5.822222222222222
2020-09-23 16:52:00,-14.555555555555555,7.622222222222222,-7.222222222222222,5.288888888888889,4.4,2.2888888888888888,-1.3333333333333333,-14.555555555555555,-25.755555555555556,-7.555555555555555,9.6,-5.844444444444444
2020-09-23 16:53:00,-14.688888888888888,7.444444444444445,-7.2,5.066666666666666,4.5777777777777775,2.111111111111111,-1.3777777777777778,-14.755555555555556,-25.644444444444446,-7.4,9.6,-5.844444444444444
2020-09-23 16:54:00,-14.777777777777779,7.311111111111111,-7.155555555555556,4.866666666666666,4.7555555555555555,1.9333333333333333,-1.4222222222222223,-14.911111111111111,-25.533333333333335,-7.222222222222222,9.555555555555555,-5.866666666666666
2020-09-23 16:55:00,-14.866666666666667,7.155555555555556,-7.111111111111111,4.666666666666667,4.911111111111111,1.7333333333333334,-1.4444444444444444,-15.022222222222222,-25.4,-7.022222222222222,9.488888888888889,-5.888888888888889
2020-09-23 16:56:00,-14.933333333333334,7.022222222222222,-7.044444444444444,4.444444444444445,5.044444444444444,1.488888888888889,-1.4444444444444444,-15.11111111111111,-25.31111111111111,-6.844444444444444,9.444444444444445,-5.888888888888889
2020-09-23 16:57:00,-15.0,6.888888888888889,-6.977777777777778,4.222222222222222,5.177777777777778,1.288888888888889,-1.4222222222222223,-15.2,-25.22222222222222,-6.688888888888889,9.444444444444445,-5.844444444444444
2020-09-23 16:58:00,-15.11111111111111,6.7555555555555555,-6.933333333333334,4.0,5.288888888888889,1.1111111111111112,-1.3777777777777778,-15.311111111111112,-25.133333333333333,-6.533333333333333,9.466666666666667,-5.7555555555555555
2020-09-23 16:59:00,-15.222222222222221,6.6,-6.911111111111111,3.7777777777777777,5.4,0.9111111111111111,-1.3111111111111111,-15.4,-25.022222222222222,-6.4,9.488888888888889,-5.644444444444445
2020-09-23 17:00:00,-15.333333333333334,6.444444444444445,-6.888888888888889,3.5555555555555554,5.488888888888889,0.7333333333333333,-1.2444444444444445,-15.488888888888889,-24.955555555555556,-6.266666666666667,9.466666666666667,-5.488888888888889
2020-09-23 17:01:00,-15.466666666666667,6.288888888888889,-6.844444444444444,3.3333333333333335,5.6,0.5555555555555556,-1.2,-15.555555555555555,-24.866666666666667,-6.133333333333334,9.422222222222222,-5.377777777777778
2020-09-23 17:02:00,-15.577777777777778,6.133333333333334,-6.777777777777778,3.111111111111111,5.7555555555555555,0.4,-1.1555555555555554,-15.622222222222222,-24.77777777777778,-5.977777777777778,9.4,-5.2444444444444445
2020-09-23 17:03:00,-15.71111111111111,5.977777777777778,-6.7555555555555555,2.911111111111111,5.955555555555556,0.24444444444444444,-1.0666666666666667,-15.71111111111111,-24.644444444444446,-5.822222222222222,9.333333333333334,-5.133333333333334
2020-09-23 17:04:00,-15.844444444444445,5.844444444444444,-6.688888888888889,2.7333333333333334,6.111111111111111,0.1111111111111111,-1.0,-15.755555555555556,-24.488888888888887,-5.711111111111111,9.266666666666667,-5.022222222222222
2020-09-23 17:05:00,-15.977777777777778,5.688888888888889,-6.5777777777777775,2.533333333333333,6.288888888888889,-0.044444444444444446,-0.9333333333333333,-15.777777777777779,-24.31111111111111,-5.622222222222222,9.155555555555555,-4.933333333333334
2020-09-23 17:06:00,-16.11111111111111,5.511111111111111,-6.511111111111111,2.311111111111111,6.466666666666667,-0.2222222222222222,-0.8666666666666667,-15.755555555555556,-24.11111111111111,-5.511111111111111,9.088888888888889,-4.822222222222222
2020-09-23 17:07:00,-16.244444444444444,5.333333333333333,-6.444444444444445,2.066666666666667,6.622222222222222,-0.37777777777777777,-0.8222222222222222,-15.688888888888888,-23.933333333333334,-5.4222222222222225,9.044444444444444,-4.733333333333333
2020-09-23 17:08:00,-16.377777777777776,5.2,-6.355555555555555,1.8666666666666667,6.7555555555555555,-0.5555555555555556,-0.8,-15.622222222222222,-23.77777777777778,-5.311111111111111,9.022222222222222,-4.622222222222222
2020-09-23 17:09:00,-16.555555555555557,5.044444444444444,-6.222222222222222,1.6888888888888889,6.911111111111111,-0.7111111111111111,-0.7777777777777778,-15.6,-23.666666666666668,-5.2,8.977777777777778,-4.511111111111111
2020-09-23 17:10:00,-16.68888888888889,4.866666666666666,-6.133333333333334,1.5555555555555556,7.111111111111111,-0.8666666666666667,-0.7333333333333333,-15.622222222222222,-23.6,-5.088888888888889,8.88888888888889,-4.4
2020-09-23 17:11:00,-16.822222222222223,4.733333333333333,-6.044444444444444,1.4222222222222223,7.311111111111111,-1.0222222222222221,-0.6888888888888889,-15.622222222222222,-23.533333333333335,-5.0,8.777777777777779,-4.288888888888889
2020-09-23 17:12:00,-16.977777777777778,4.555555555555555,-5.911111111111111,1.3111111111111111,7.488888888888889,-1.1555555555555554,-0.6444444444444445,-15.644444444444444,-23.488888888888887,-4.911111111111111,8.666666666666666,-4.2
2020-09-23 17:13:00,-17.11111111111111,4.4222222222222225,-5.777777777777778,1.2,7.666666666666667,-1.3111111111111111,-0.6,-15.644444444444444,-23.466666666666665,-4.8,8.6,-4.133333333333334
2020-09-23 17:14:00,-17.22222222222222,4.266666666666667,-5.644444444444445,1.0666666666666667,7.888888888888889,-1.4666666666666666,-0.5555555555555556,-15.644444444444444,-23.42222222222222,-4.688888888888889,8.533333333333333,-4.088888888888889
2020-09-23 17:15:00,-17.288888888888888,4.066666666666666,-5.511111111111111,0.9555555555555556,8.11111111111111,-1.6222222222222222,-0.5111111111111111,-15.622222222222222,-23.4,-4.5777777777777775,8.444444444444445,-4.044444444444444
2020-09-23 17:16:00,-17.31111111111111,3.8666666666666667,-5.377777777777778,0.8,8.28888888888889,-1.7777777777777777,-0.4666666666666667,-15.577777777777778,-23.355555555555554,-4.4222222222222225,8.333333333333334,-4.0
2020-09-23 17:17:00,-17.333333333333332,3.7111111111111112,-5.266666666666667,0.6666666666666666,8.466666666666667,-1.9333333333333333,-0.4,-15.577777777777778,-23.288888888888888,-4.311111111111111,8.222222222222221,-3.9555555555555557
2020-09-23 17:18:00,-17.377777777777776,3.533333333333333,-5.155555555555556,0.5555555555555556,8.622222222222222,-2.066666666666667,-0.3111111111111111,-15.577777777777778,-23.2,-4.2,8.088888888888889,-3.911111111111111
2020-09-23 17:19:00,-17.377777777777776,3.3555555555555556,-5.066666666666666,0.4666666666666667,8.755555555555556,-2.2222222222222223,-0.2222222222222222,-15.577777777777778,-23.155555555555555,-4.088888888888889,7.933333333333334,-3.8666666666666667
2020-09-23 17:20:00,-17.42222222222222,3.1777777777777776,-4.955555555555556,0.35555555555555557,8.88888888888889,-2.4,-0.1111111111111111,-15.555555555555555,-23.155555555555555,-4.022222222222222,7.8,-3.8222222222222224
2020-09-23 17:21:00,-17.42222222222222,3.0,-4.866666666666666,0.24444444444444444,9.044444444444444,-2.577777777777778,0.0,-15.555555555555555,-23.133333333333333,-3.977777777777778,7.644444444444445,-3.7777777777777777
2020-09-23 17:22:00,-17.42222222222222,2.8,-4.8,0.15555555555555556,9.177777777777777,-2.7777777777777777,0.15555555555555556,-15.6,-23.08888888888889,-3.933333333333333,7.511111111111111,-3.688888888888889
2020-09-23 17:23:00,-17.42222222222222,2.577777777777778,-4.733333333333333,0.022222222222222223,9.28888888888889,-3.0,0.3111111111111111,-15.622222222222222,-23.044444444444444,-3.888888888888889,7.4,-3.6444444444444444
2020-09-23 17:24:00,-17.4,2.4,-4.622222222222222,-0.08888888888888889,9.4,-3.2,0.4666666666666667,-15.6,-23.0,-3.8444444444444446,7.288888888888889,-3.6444444444444444
2020-09-23 17:25:00,-17.333333333333332,2.2444444444444445,-4.466666666666667,-0.2222222222222222,9.488888888888889,-3.4,0.5777777777777777,-15.533333333333333,-22.955555555555556,-3.8444444444444446,7.155555555555556,-3.6222222222222222
2020-09-23 17:26:00,-17.266666666666666,2.1333333333333333,-4.355555555555555,-0.3333333333333333,9.555555555555555,-3.6444444444444444,0.6888888888888889,-15.511111111111111,-22.933333333333334,-3.8222222222222224,6.977777777777778,-3.6
2020-09-23 17:27:00,-17.244444444444444,1.9777777777777779,-4.288888888888889,-0.4666666666666667,9.622222222222222,-3.911111111111111,0.8,-15.533333333333333,-22.91111111111111,-3.8,6.8,-3.6
2020-09-23 17:28:00,-17.177777777777777,1.8222222222222222,-4.2,-0.5777777777777777,9.688888888888888,-4.155555555555556,0.9333333333333333,-15.555555555555555,-22.88888888888889,-3.8,6.622222222222222,-3.577777777777778
2020-09-23 17:29:00,-17.133333333333333,1.6444444444444444,-4.155555555555556,-0.6444444444444445,9.755555555555556,-4.4222222222222225,1.0888888888888888,-15.577777777777778,-22.866666666666667,-3.8,6.488888888888889,-3.577777777777778
2020-09-23 17:30:00,-17.11111111111111,1.4444444444444444,-4.088888888888889,-0.6666666666666666,9.777777777777779,-4.644444444444445,1.2222222222222223,-15.6,-22.844444444444445,-3.8222222222222224,6.377777777777778,-3.6
2020-09-23 17:31:00,-17.133333333333333,1.2666666666666666,-4.022222222222222,-0.6666666666666666,9.8,-4.888888888888889,1.3777777777777778,-15.6,-22.866666666666667,-3.8,6.266666666666667,-3.6666666666666665
2020-09-23 17:32:00,-17.133333333333333,1.1111111111111112,-3.977777777777778,-0.6666666666666666,9.822222222222223,-5.133333333333334,1.488888888888889,-15.644444444444444,-22.866666666666667,-3.7555555555555555,6.133333333333334,-3.7555555555555555
2020-09-23 17:33:00,-17.155555555555555,0.9555555555555556,-3.977777777777778,-0.6444444444444445,9.844444444444445,-5.377777777777778,1.6,-15.688888888888888,-22.88888888888889,-3.7333333333333334,6.022222222222222,-3.8666666666666667
2020-09-23 17:34:00,-17.133333333333333,0.8222222222222222,-3.9555555555555557,-0.6222222222222222,9.866666666666667,-5.6,1.711111111111111,-15.733333333333333,-22.933333333333334,-3.688888888888889,5.911111111111111,-3.977777777777778
2020-09-23 17:35:00,-17.08888888888889,0.6888888888888889,-3.888888888888889,-0.6,9.911111111111111,-5.822222222222222,1.8222222222222222,-15.733333333333333,-22.977777777777778,-3.6444444444444444,5.8,-4.111111111111111
2020-09-23 17:36:00,-17.0,0.5555555555555556,-3.8444444444444446,-0.5555555555555556,9.911111111111111,-6.022222222222222,1.9333333333333333,-15.755555555555556,-23.044444444444444,-3.5555555555555554,5.666666666666667,-4.222222222222222
2020-09-23 17:37:00,-16.933333333333334,0.4222222222222222,-3.8,-0.5333333333333333,9.911111111111111,-6.2444444444444445,2.022222222222222,-15.733333333333333,-23.08888888888889,-3.4444444444444446,5.5777777777777775,-4.311111111111111
2020-09-23 17:38:00,-16.844444444444445,0.3111111111111111,-3.7333333333333334,-0.5333333333333333,9.933333333333334,-6.466666666666667,2.1333333333333333,-15.666666666666666,-23.155555555555555,-3.311111111111111,5.466666666666667,-4.4
2020-09-23 17:39:00,-16.755555555555556,0.2,-3.6666666666666665,-0.5777777777777777,9.977777777777778,-6.644444444444445,2.2444444444444445,-15.6,-23.22222222222222,-3.1777777777777776,5.377777777777778,-4.488888888888889
2020-09-23 17:40:00,-16.622222222222224,0.1111111111111111,-3.6222222222222222,-0.6,10.022222222222222,-6.777777777777778,2.3333333333333335,-15.555555555555555,-23.31111111111111,-3.0444444444444443,5.311111111111111,-4.5777777777777775
2020-09-23 17:41:00,-16.488888888888887,0.022222222222222223,-3.6222222222222222,-0.6,10.066666666666666,-6.888888888888889,2.422222222222222,-15.511111111111111,-23.4,-2.911111111111111,5.222222222222222,-4.711111111111111
2020-09-23 17:42:00,-16.355555555555554,-0.06666666666666667,-3.6222222222222222,-0.6444444444444445,10.155555555555555,-7.044444444444444,2.466666666666667,-15.422222222222222,-23.511111111111113,-2.8,5.088888888888889,-4.866666666666666
2020-09-23 17:43:00,-16.2,-0.1111111111111111,-3.577777777777778,-0.7111111111111111,10.266666666666667,-7.2,2.466666666666667,-15.311111111111112,-23.622222222222224,-2.688888888888889,4.955555555555556,-5.022222222222222
2020-09-23 17:44:00,-16.066666666666666,-0.13333333333333333,-3.5555555555555554,-0.7555555555555555,10.377777777777778,-7.377777777777778,2.466666666666667,-15.222222222222221,-23.755555555555556,-2.577777777777778,4.777777777777778,-5.177777777777778
2020-09-23 17:45:00,-15.911111111111111,-0.1111111111111111,-3.577777777777778,-0.7555555555555555,10.511111111111111,-7.5777777777777775,2.466666666666667,-15.133333333333333,-23.844444444444445,-2.488888888888889,4.6,-5.333333333333333
2020-09-23 17:46:00,-15.733333333333333,-0.08888888888888889,-3.6,-0.7333333333333333,10.6,-7.8,2.511111111111111,-15.044444444444444,-23.955555555555556,-2.4,4.444444444444445,-5.488888888888889
2020-09-23 17:47:00,-15.555555555555555,-0.044444444444444446,-3.6666666666666665,-0.7333333333333333,10.688888888888888,-8.022222222222222,2.511111111111111,-14.955555555555556,-24.022222222222222,-2.3555555555555556,4.311111111111111,-5.688888888888889
2020-09-23 17:48:00,-15.377777777777778,0.0,-3.688888888888889,-0.7111111111111111,10.755555555555556,-8.244444444444444,2.511111111111111,-14.88888888888889,-24.133333333333333,-2.311111111111111,4.222222222222222,-5.911111111111111
2020-09-23 17:49:00,-15.2,0.06666666666666667,-3.7555555555555555,-0.7111111111111111,10.844444444444445,-8.466666666666667,2.533333333333333,-14.822222222222223,-24.266666666666666,-2.2222222222222223,4.133333333333334,-6.088888888888889
2020-09-23 17:50:00,-15.022222222222222,0.13333333333333333,-3.8666666666666667,-0.7333333333333333,10.933333333333334,-8.666666666666666,2.577777777777778,-14.755555555555556,-24.42222222222222,-2.111111111111111,4.088888888888889,-6.266666666666667
2020-09-23 17:51:00,-14.866666666666667,0.17777777777777778,-3.933333333333333,-0.7555555555555555,11.066666666666666,-8.866666666666667,2.6,-14.733333333333333,-24.622222222222224,-2.022222222222222,4.044444444444444,-6.488888888888889
2020-09-23 17:52:00,-14.688888888888888,0.2222222222222222,-3.977777777777778,-0.7777777777777778,11.177777777777777,-9.066666666666666,2.6222222222222222,-14.755555555555556,-24.822222222222223,-1.9111111111111112,4.0,-6.733333333333333
2020-09-23 17:53:00,-14.533333333333333,0.24444444444444444,-4.022222222222222,-0.8,11.311111111111112,-9.244444444444444,2.6444444444444444,-14.733333333333333,-25.022222222222222,-1.7777777777777777,3.933333333333333,-6.977777777777778
2020-09-23 17:54:00,-14.377777777777778,0.28888888888888886,-4.066666666666666,-0.8444444444444444,11.444444444444445,-9.466666666666667,2.688888888888889,-14.71111111111111,-25.22222222222222,-1.6444444444444444,3.8444444444444446,-7.222222222222222
2020-09-23 17:55:00,-14.244444444444444,0.37777777777777777,-4.088888888888889,-0.9333333333333333,11.577777777777778,-9.71111111111111,2.7111111111111112,-14.644444444444444,-25.42222222222222,-1.5555555555555556,3.8,-7.444444444444445
2020-09-23 17:56:00,-14.133333333333333,0.4666666666666667,-4.133333333333334,-1.0444444444444445,11.71111111111111,-9.955555555555556,2.688888888888889,-14.622222222222222,-25.6,-1.488888888888889,3.7555555555555555,-7.666666666666667
2020-09-23 17:57:00,-14.044444444444444,0.6,-4.177777777777778,-1.1555555555555554,11.822222222222223,-10.222222222222221,2.6666666666666665,-14.577777777777778,-25.8,-1.4444444444444444,3.7333333333333334,-7.866666666666666
2020-09-23 17:58:00,-13.955555555555556,0.7111111111111111,-4.2444444444444445,-1.2666666666666666,11.933333333333334,-10.488888888888889,2.6,-14.511111111111111,-26.0,-1.3777777777777778,3.6666666666666665,-8.044444444444444
2020-09-23 17:59:00,-13.844444444444445,0.8222222222222222,-4.288888888888889,-1.3333333333333333,12.022222222222222,-10.755555555555556,2.533333333333333,-14.488888888888889,-26.2,-1.3555555555555556,3.6,-8.177777777777777
2020-09-23 18:00:00,-13.755555555555556,0.9333333333333333,-4.333333333333333,-1.4,12.088888888888889,-11.0,2.4444444444444446,-14.466666666666667,-26.42222222222222,-1.3555555555555556,3.5555555555555554,-8.28888888888889
2020-09-23 18:01:00,-13.666666666666666,1.0888888888888888,-4.4,-1.4444444444444444,12.177777777777777,-11.222222222222221,2.4,-14.444444444444445,-26.68888888888889,-1.4,3.5555555555555554,-8.355555555555556
2020-09-23 18:02:00,-13.622222222222222,1.2444444444444445,-4.444444444444445,-1.5333333333333334,12.266666666666667,-11.444444444444445,2.311111111111111,-14.422222222222222,-26.933333333333334,-1.4,3.5555555555555554,-8.422222222222222
2020-09-23 18:03:00,-13.577777777777778,1.4,-4.511111111111111,-1.6,12.355555555555556,-11.644444444444444,2.2222222222222223,-14.422222222222222,-27.177777777777777,-1.3777777777777778,3.577777777777778,-8.466666666666667
2020-09-23 18:04:00,-13.533333333333333,1.5777777777777777,-4.5777777777777775,-1.6444444444444444,12.422222222222222,-11.844444444444445,2.111111111111111,-14.444444444444445,-27.42222222222222,-1.3333333333333333,3.6,-8.488888888888889
2020-09-23 18:05:00,-13.488888888888889,1.7555555555555555,-4.666666666666667,-1.6444444444444444,12.533333333333333,-12.0,1.9777777777777779,-14.488888888888889,-27.644444444444446,-1.288888888888889,3.6,-8.511111111111111
